"","year","pub.site","site","ppq","hum_dist","hdist.cont","sqrt.hdist.cont","island.side","region.3","region.full","DEM","year.site.ppq","area_2d","area_3d","rug","vrm","vrm.range","curv","pro.curv","pro.range","plan.curv","plan.range","Dead.Coral","Live.Coral","Macroalgae","Non.Coral","Rubble","Sand","Soft.Coral"
"1","2015","VH1","27",1,"Very High",7276,85.2994724485445,"Leeward","Leeward","North Lagoon",1,"2015.27.1",15.99876,24.52567,1.53297,0.04484,0.720403423,-13.73462,286.98938,834699.5938,273.25477,756371.5313,7.10457451389579,3.2872650728086,0.332008972404668,0,79.6447975240263,9.63135391686463,0
"2","2015","VH1","27",2,"Very High",7276,85.2994724485445,"Leeward","Leeward","North Lagoon",1,"2015.27.2",16.00535,24.4374,1.52683,0.04193,0.589031629,5.20763,219.90472,446244.2969,225.11235,591723.7501,3.71683359767582,0.311907056732387,0.662259764658139,0,90.1361915640471,5.1728080168866,0
"3","2015","VH1","27",3,"Very High",7276,85.2994724485445,"Leeward","Leeward","North Lagoon",1,"2015.27.3",16.00504,23.67035,1.47893,0.04562,0.552933174,6.4818,230.87942,486241.2657,237.36122,438019.1719,9.55664690005211,0.651855618282301,0.0423182324839323,0,86.94439447935,2.80478476983171,0
"4","2015","VH2","32",1,"Very High",4860.7457,69.7190483297069,"Leeward","Leeward","Mid Lagoon",1,"2015.32.1",16.0083,29.16348,1.82177,0.06613,0.880818041,11.92347,-6.66107,1136712.625,5.2624,1090962.4688,34.5264234190716,41.5908343086021,0.0590741962302133,0,20.6334868884154,3.09251608998657,0.0976650976940923
"5","2015","VH2","32",2,"Very High",4860.7457,69.7190483297069,"Leeward","Leeward","Mid Lagoon",1,"2015.32.2",16.0163,25.65525,1.60182,0.06237,0.722550987,-5.27156,178.06504,457978.3126,172.79348,395096.3125,9.19988313087075,15.7360896656342,0,0,73.1506606622871,1.91336654120789,0
"6","2015","VH2","32",3,"Very High",4860.7457,69.7190483297069,"Leeward","Leeward","Mid Lagoon",1,"2015.32.3",16.00447,24.53674,1.53312,0.05346,0.692087627,-3.01614,185.98534,434252.5469,182.9692,375505.2031,18.4998017701891,33.5852024091301,0.0489568506293252,0,41.4430009939498,4.90819501332216,1.51484296277947
"7","2015","VH3","30",1,"Very High",5085.68478,71.3139872675761,"Leeward","Leeward","North Lagoon",1,"2015.30.1",16.00174,37.65534,2.3532,0.076,0.84522906,51.41088,-47.73393,1304391.875,3.67696,1173944.5313,37.8945656107283,3.28904613983921,0.294822635269624,0.0258773007552438,55.0691190571271,3.42656925628051,0
"8","2015","VH3","30",2,"Very High",5085.68478,71.3139872675761,"Leeward","Leeward","North Lagoon",1,"2015.30.2",15.99807,30.39497,1.89991,0.05724,0.856003425,5.43773,224.84395,1293458.6875,230.28169,1184354.4375,24.8971893061644,4.63925880648064,0.0955275022430232,0,70.2923765931396,0,0.0756477919723183
"9","2015","VH3","30",3,"Very High",5085.68478,71.3139872675761,"Leeward","Leeward","North Lagoon",1,"2015.30.3",16.01118,28.66715,1.79045,0.0592,0.806189329,-16.91448,300.99317,840299.4688,284.0787,623706.6563,19.870892761609,2.74692755848633,1.13644833514402,0.124691371985576,70.0014038556612,6.11963611711393,0
"10","2015","M1","8",1,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward","South Lagoon",1,"2015.8.1",16.00881,28.69766,1.79262,0.07319,0.758149352,28.69497,34.64098,702823.7813,63.33595,488613.1719,49.6333004151694,37.0362074770543,0.070110682632602,0.287958836023736,8.82251226921301,0.273927938008714,3.87598238189826
"11","2015","M1","8",2,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward","South Lagoon",1,"2015.8.2",16.00972,33.49165,2.09196,0.0909,0.893453319,46.04387,-212.06297,1228346.4688,-166.01911,1226036.5625,35.4756614333286,61.0470694378906,1.29606860999613,0,1.61926286476464,0,0.561937654020066
"12","2015","M1","8",3,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward","South Lagoon",1,"2015.8.3",16.01384,28.51803,1.78084,0.06025,0.778192913,-2.54636,103.79142,479712.7031,101.24506,539827.3438,42.0098780948974,41.5685134850932,0.516365746279729,0.0174530161059805,8.40516649240709,4.55427557057313,2.92834759464343
"13","2015","M2","35",1,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward","South Lagoon",1,"2015.35.1",16.00591,26.39876,1.64931,0.05375,0.677982296,21.92695,131.0193,540085.4219,152.94625,376975.7031,44.5866493549938,44.8021791821846,1.51553544215874,0.00109925957996917,4.41935453850866,0.525277442812426,4.14990477976178
"14","2015","M2","35",2,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward","South Lagoon",1,"2015.35.2",16.00473,31.04983,1.94004,0.06925,0.814766504,48.29471,104.35529,845213.375,152.65,1072403.5938,47.208229858995,42.4771844082668,1.48440686709696,0,6.17260044508962,0.130892538650415,2.52668588190129
"15","2015","M2","35",3,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward","South Lagoon",1,"2015.35.3",16.00504,35.81899,2.23798,0.08512,0.887038161,-7.87282,-60.11308,1362248.5625,-67.9859,1337717.2813,44.386739383164,32.7412313083698,1.08704967253341,16.6374029237009,3.22518928051293,0,1.92238743171897
