"","year","pub.site","site","ppq","hum_dist","hdist.cont","sqrt.hdist.cont","island.side","region.3","DEM","year.site.ppq","area_2d","area_3d","rug","vrm","vrm.range","curv","mean.pro.curv","pro.range.log","mean.plan.curv","plan.range.log","fractal.dimension"
"16","2015","M3","34",1,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward",1,"2015.34.1",16.00784,30.87631,1.92882,0.06978,0.786008358,-1.99482,95.1055,13.7298285129848,93.11068,13.9118298591616,2.2076607832672
"17","2015","M3","34",2,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward",1,"2015.34.2",16.0031,28.83118,1.8016,0.06928,0.766596315,31.03026,104.35264,12.9818171525601,135.3829,13.1386229094627,2.20188103285967
"18","2015","M3","34",3,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward",1,"2015.34.3",16.00392,29.63807,1.85193,0.07234,0.814504708,13.06869,136.25805,13.8376647992241,149.32673,13.8055557037139,2.21678125052879
"19","2015","VL1","15",1,"Very Low",0,0,"Windward","Windward",1,"2015.15.1",15.98005,33.30464,2.08414,0.08435,0.839392851,-44.0828,-85.80637,13.9924565987761,-129.88917,13.8753976137281,2.2284227306166
"20","2015","VL1","15",2,"Very Low",0,0,"Windward","Windward",1,"2015.15.2",16.00737,44.13456,2.75714,0.10977,0.857060786,-9.93691,-401.93005,14.2639778821814,-411.86695,14.2071762657966,2.30724752442449
"21","2015","VL1","15",3,"Very Low",0,0,"Windward","Windward",1,"2015.15.3",16.00391,44.80773,2.7998,0.11092,0.854229261,1.40888,-346.24354,13.9008629137055,-344.83466,13.9174385078531,2.32557302558508
"22","2015","VL3","19",1,"Very Low",0,0,"Windward","Windward",1,"2015.19.1",16.00236,41.1023,2.56851,0.11073,0.864695986,2.93432,-458.81829,13.9175429227169,-455.88397,14.1441568498219,2.27885553489002
"23","2015","VL3","19",2,"Very Low",0,0,"Windward","Windward",1,"2015.19.2",16.00487,34.78813,2.1736,0.09081,0.804128339,-6.91428,-297.13655,13.8755196669092,-304.05083,13.6822413810154,2.2689122785597
"24","2015","VL3","5",1,"Very Low",0,0,"Leeward","South Shore",1,"2015.5.1",16.00663,37.82685,2.3632,0.09005,0.851236025,28.43096,-284.45926,13.5949358528376,-256.0283,13.6524617455151,2.27443564448026
"25","2015","VL3","5",2,"Very Low",0,0,"Leeward","South Shore",1,"2015.5.2",16.02239,35.68076,2.22693,0.08478,0.876683716,-10.46839,-417.36999,14.0335200525346,-427.83836,14.187901143004,2.2345372949807
"26","2015","VL3","5",3,"Very Low",0,0,"Leeward","South Shore",1,"2015.5.3",16.01333,31.64109,1.97592,0.07094,0.790454006,10.22411,-134.63692,13.2647628438442,-124.41281,13.3370935603428,2.23236978336103
"27","2016a","VH1","27",1,"Very High",7276,85.2994724485445,"Leeward","Leeward",1,"2016a.27.1",15.99872,23.33884,1.45879,0.04203,0.678336608,1.13821,252.28474,13.2861282992511,253.42295,12.7145584246936,2.13117700329521
"28","2016a","VH1","27",2,"Very High",7276,85.2994724485445,"Leeward","Leeward",1,"2016a.27.2",16.00637,21.88405,1.36721,0.02719,0.765188152,-26.41165,270.07637,13.0980130499777,243.66472,12.7959954821919,2.10835685481358
"29","2016a","VH1","27",3,"Very High",7276,85.2994724485445,"Leeward","Leeward",1,"2016a.27.3",16.00602,19.85504,1.24047,0.02553,0.718357631,-3.05214,307.80933,13.1581847196223,304.75719,12.9661307139859,2.10017892684888
"30","2016a","VH2","32",1,"Very High",4860.7457,69.7190483297069,"Leeward","Leeward",1,"2016a.32.1",16.01018,26.67415,1.66608,0.04946,0.778330553,3.26793,40.52219,13.3598496287612,43.79011,13.5561565954878,2.14016043955582
"31","2016a","VH2","32",2,"Very High",4860.7457,69.7190483297069,"Leeward","Leeward",1,"2016a.32.2",16.01751,23.21297,1.44922,0.03832,0.523885697,-3.06318,240.45119,12.7798763695789,237.38802,12.6051958113004,2.13585295697118
"32","2016a","VH2","32",3,"Very High",4860.7457,69.7190483297069,"Leeward","Leeward",1,"2016a.32.3",16.00649,22.33214,1.39519,0.03423,0.50004434,-3.09149,203.96426,12.8167142770485,200.87276,11.9382121952922,2.12045843869051
"33","2016a","VH3","30",1,"Very High",5085.68478,71.3139872675761,"Leeward","Leeward",1,"2016a.30.1",16.0047,33.06914,2.06621,0.05062,0.855920849,25.73039,65.20097,14.0932871230895,90.93137,13.9142428302706,2.18715172529706
"34","2016a","VH3","30",2,"Very High",5085.68478,71.3139872675761,"Leeward","Leeward",1,"2016a.30.2",15.99734,25.88852,1.6183,0.05386,0.789707123,-9.84229,342.65283,13.3823900561537,332.81054,13.030857277903,2.16327915770811
"35","2016a","VH3","30",3,"Very High",5085.68478,71.3139872675761,"Leeward","Leeward",1,"2016a.30.3",16.01265,28.2555,1.76457,0.05165,0.694082883,8.47491,214.71545,13.4286081084146,223.19036,12.9447492108827,2.17087772219764
"36","2016a","M1","8",1,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward",1,"2016a.8.1",16.01002,25.65982,1.60274,0.04437,0.610328309,35.25515,148.14125,13.4409874122749,183.39639,12.9440659878971,2.15962581128848
"37","2016a","M1","8",2,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward",1,"2016a.8.2",16.01089,29.37194,1.8345,0.06188,0.697568106,35.26821,133.14782,13.7256104672011,168.41602,13.3517384226476,2.19269337834865
"38","2016a","M1","8",3,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward",1,"2016a.8.3",16.01619,27.11764,1.69314,0.04143,0.661137466,0.55821,145.41329,13.117854509118,145.9715,13.0182834996019,2.14745773961581
"39","2016a","M2","35",1,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward",1,"2016a.35.1",16.00598,25.87371,1.6165,0.04486,0.760098186,21.33286,107.65685,13.1117295380124,128.98971,12.7496201161637,2.14715524610547
"40","2016a","M2","35",2,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward",1,"2016a.35.2",16.00736,28.50517,1.78075,0.05439,0.83831514,21.99476,239.08643,13.4343911883414,261.08119,13.3849107501834,2.17991681807027
"41","2016a","M3","34",1,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward",1,"2016a.34.1",16.00813,26.66426,1.66567,0.04254,0.575851367,-8.86246,221.65004,13.5768117660179,212.78759,13.024139591489,2.15477948049231
"42","2016a","M3","34",2,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward",1,"2016a.34.2",16.00371,26.13256,1.63291,0.04723,0.730750073,29.84115,172.63352,13.1175564050027,202.47467,13.0852871259046,2.15825510626172
"43","2016a","M3","34",3,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward",1,"2016a.34.3",16.0047,26.37028,1.64766,0.05124,0.755689248,9.38065,238.33426,13.5193719966549,247.71491,13.7558528396397,2.16178706820761
"44","2016a","VL1","15",1,"Very Low",0,0,"Windward","Windward",1,"2016a.15.1",15.98617,30.93119,1.93487,0.06518,0.816450036,-0.60902,36.43954,13.7635107970354,35.83052,13.424352859149,2.2028971535837
"45","2016a","VL3","5",1,"Very Low",0,0,"Leeward","South Shore",1,"2016a.5.1",16.00809,33.25304,2.07727,0.06162,0.844159448,6.08371,68.8912,13.9321483825612,74.97491,14.1055841746431,2.17468452210765
"46","2016a","VL3","5",2,"Very Low",0,0,"Leeward","South Shore",1,"2016a.5.2",16.02444,29.35137,1.83166,0.06874,0.715815733,0,62.0762,13.8390009848042,62.0762,13.8265184049946,2.15321854390691
"47","2016a","VL3","5",3,"Very Low",0,0,"Leeward","South Shore",1,"2016a.5.3",16.01392,30.03482,1.87555,0.05777,0.745354814,-13.73491,6.42602,13.534506968185,-7.30889,13.5813388807945,2.16110986505843
"48","2016b","VH1","27",1,"Very High",7276,85.2994724485445,"Leeward","Leeward",1,"2016b.27.1",15.99962,21.88293,1.36772,0.02505,0.67410087,-12.45854,210.87343,13.96121513395,198.41489,13.775041902679,2.08647519718033
"49","2016b","VH1","27",2,"Very High",7276,85.2994724485445,"Leeward","Leeward",1,"2016b.27.2",16.00517,21.58536,1.34865,0.02355,0.634650516,-6.27456,158.01183,13.1399823109995,151.73727,12.9081860327529,2.10312520594004
"50","2016b","VH1","27",3,"Very High",7276,85.2994724485445,"Leeward","Leeward",1,"2016b.27.3",16.00472,19.87868,1.24205,0.02109,0.379928875,4.10534,297.89346,12.7186741760399,301.9988,11.956780261924,2.08746902088816
"51","2016b","VH2","32",1,"Very High",4860.7457,69.7190483297069,"Leeward","Leeward",1,"2016b.32.1",16.00932,26.61554,1.6625,0.04816,0.785352111,6.33319,128.55335,13.6314779256752,134.88654,13.5466611165013,2.16468671534725
"52","2016b","VH2","32",2,"Very High",4860.7457,69.7190483297069,"Leeward","Leeward",1,"2016b.32.2",16.01919,23.08373,1.44101,0.03666,0.48767104,-5.86491,248.72966,12.9619129322934,242.86474,12.431124500075,2.13386137061602
"53","2016b","VH2","32",3,"Very High",4860.7457,69.7190483297069,"Leeward","Leeward",1,"2016b.32.3",16.00698,21.68907,1.35498,0.03241,0.572851455,-0.37499,210.00923,12.7629675924754,209.63424,12.3933136254289,2.11180902478368
"54","2016b","VH3","30",1,"Very High",5085.68478,71.3139872675761,"Leeward","Leeward",1,"2016b.30.1",16.00681,31.03606,1.93893,0.04051,0.942089772,2.47788,293.09005,13.9794522030471,295.56793,13.8838958407866,2.14720539114845
"55","2016b","VH3","30",2,"Very High",5085.68478,71.3139872675761,"Leeward","Leeward",1,"2016b.30.2",15.99858,25.59293,1.5997,0.04236,0.640159444,-2.83866,298.55999,13.571376042311,295.72134,13.1704269980859,2.12692510494864
"56","2016b","VH3","30",3,"Very High",5085.68478,71.3139872675761,"Leeward","Leeward",1,"2016b.30.3",16.01256,26.1785,1.63487,0.03905,0.651359223,-8.39441,232.88883,13.5017749368519,224.49442,13.2249536972905,2.13399542933274
"57","2016b","M1","8",1,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward",1,"2016b.8.1",16.01301,27.23371,1.70072,0.05503,0.831513923,9.71502,155.63292,13.2852362739784,165.34795,13.0272571895122,2.16169801763823
"58","2016b","M1","8",2,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward",1,"2016b.8.2",16.00826,28.33013,1.76972,0.05089,0.672893041,40.58236,104.37551,13.3906668927824,144.95787,13.1401438637077,2.17869587018865
"59","2016b","M1","8",3,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward",1,"2016b.8.3",16.01748,26.71418,1.66781,0.04224,0.662050047,3.66061,111.50762,13.1573515884518,115.16822,13.0195112063294,2.1396520922394
"60","2016b","M2","35",1,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward",1,"2016b.35.1",16.00581,24.95063,1.55885,0.03841,0.58331317,23.09749,160.48995,12.7168822223674,183.58744,12.3076269619381,2.13597971917105
"61","2016b","M2","35",2,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward",1,"2016b.35.2",16.00442,27.69086,1.7302,0.046,0.69453279,29.36328,227.53426,13.309917056079,256.89755,13.2708217978192,2.16442488275239
"62","2016b","M2","35",3,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward",1,"2016b.35.3",16.00582,31.22179,1.95065,0.0547,0.799935702,1.52972,199.15733,13.7826857647898,200.68704,13.5635874847395,2.19005269083839
"63","2016b","M3","34",1,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward",1,"2016b.34.1",16.00775,26.05859,1.62787,0.04429,0.691033427,-9.7324,176.91624,13.3815172054699,167.18384,13.0628405565322,2.1451851776651
"64","2016b","M3","34",2,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward",1,"2016b.34.2",16.0048,25.17864,1.57319,0.04092,0.718881288,27.97808,145.31572,13.0921106885932,173.2938,12.932678912084,2.13784271011356
"65","2016b","M3","34",3,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward",1,"2016b.34.3",16.00619,25.12955,1.56999,0.04026,0.649014014,24.78518,142.49127,13.3443144680999,167.27645,13.290566729376,2.14437299826264
"66","2016b","VL1","15",1,"Very Low",0,0,"Windward","Windward",1,"2016b.15.1",15.97978,32.04117,2.00511,0.06697,0.782034459,-22.85844,131.08184,14.0815874413561,108.22339,13.5956859071268,2.20244995301411
"67","2016b","VL1","15",2,"Very Low",0,0,"Windward","Windward",1,"2016b.15.2",16.00753,38.64276,2.41404,0.07765,0.803958253,36.77196,-89.77355,14.1566681404756,-53.00159,14.1222607968854,2.25006144136609
"68","2016b","VL1","15",3,"Very Low",0,0,"Windward","Windward",1,"2016b.15.3",16.00741,41.45378,2.58966,0.08752,0.840409302,-15.91858,-8.5032,14.3308010493577,-24.42178,14.242861212455,2.2731232308753
"69","2016b","VL3","19",1,"Very Low",0,0,"Windward","Windward",1,"2016b.19.1",16.00101,28.95258,1.80942,0.05326,0.77723398,-2.31195,45.46934,13.2994139315059,43.15739,13.0350918416309,2.20051715199256
"70","2016b","VL3","19",2,"Very Low",0,0,"Windward","Windward",1,"2016b.19.2",16.00523,28.56032,1.78444,0.05751,0.710720827,14.07217,53.99017,13.2357809817936,68.06234,13.2008821746082,2.19010704769182
"71","2016b","VL3","5",1,"Very Low",0,0,"Leeward","South Shore",1,"2016b.5.1",16.00811,32.90579,2.05557,0.05751,0.833873232,16.0358,87.29968,13.4789925204342,103.33549,13.3367946872779,2.19227087375342
"72","2016b","VL3","5",2,"Very Low",0,0,"Leeward","South Shore",1,"2016b.5.2",16.02397,27.86912,1.73921,0.04673,0.819573795,-3.20336,-9.1204,13.3972185356012,-12.32376,13.2422842929217,2.16663321247185
"73","2016b","VL3","5",3,"Very Low",0,0,"Leeward","South Shore",1,"2016b.5.3",16.01407,27.46293,1.71493,0.04831,0.695237244,14.88754,53.57608,13.4186594304186,68.46362,13.51582599305,2.14214846172056
"74","2017","VH1","27",1,"Very High",7276,85.2994724485445,"Leeward","Leeward",1,"2017.27.1",15.99916,22.12574,1.38293,0.03328,0.637380444,2.36308,172.73832,13.2466563994423,175.10139,12.6957737724653,2.09688805846909
"75","2017","VH1","27",2,"Very High",7276,85.2994724485445,"Leeward","Leeward",1,"2017.27.2",16.00492,21.70407,1.35609,0.02947,0.537683019,-13.25693,229.09551,13.2317606283121,215.83859,12.8691609492871,2.09088357368745
"76","2017","VH1","27",3,"Very High",7276,85.2994724485445,"Leeward","Leeward",1,"2017.27.3",16.00605,20.04707,1.25247,0.02906,0.571936146,3.41371,282.15821,13.2923486859532,285.57192,12.9361554787975,2.08637413413764
"77","2017","VH2","32",1,"Very High",4860.7457,69.7190483297069,"Leeward","Leeward",1,"2017.32.1",16.011,26.42526,1.65044,0.04613,0.728532581,8.40187,183.18164,13.5362010046183,191.58351,12.8635865362521,2.16057895205739
"78","2017","VH2","32",2,"Very High",4860.7457,69.7190483297069,"Leeward","Leeward",1,"2017.32.2",16.01346,24.00475,1.49904,0.04968,0.563885182,-0.79867,273.86548,12.6908825735372,273.0668,12.3624460876186,2.1532860383957
"79","2017","VH2","32",3,"Very High",4860.7457,69.7190483297069,"Leeward","Leeward",1,"2017.32.3",16.00488,23.44271,1.46472,0.05064,0.720729021,5.88784,216.34786,12.7610739637289,222.2357,12.5288109632298,2.14586592998708
"80","2017","VH3","30",1,"Very High",5085.68478,71.3139872675761,"Leeward","Leeward",1,"2017.30.1",16.00278,32.87309,2.05421,0.04329,0.867480917,13.6836,91.71023,13.8511017054753,105.39384,13.639512962707,2.17243870237486
"81","2017","VH3","30",2,"Very High",5085.68478,71.3139872675761,"Leeward","Leeward",1,"2017.30.2",16.00015,27.19796,1.69986,0.05336,0.669265247,4.0591,304.50746,13.4833992549545,308.56657,13.2607546798381,2.14188571627756
"82","2017","VH3","30",3,"Very High",5085.68478,71.3139872675761,"Leeward","Leeward",1,"2017.30.3",16.01308,26.74248,1.67004,0.04572,0.636812102,1.29156,224.09641,13.6615462567174,225.38796,13.3446810378445,2.13443419512314
"83","2017","M1","8",1,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward",1,"2017.8.1",16.00918,27.0783,1.69142,0.04896,0.705036185,23.96221,76.85112,13.4235337443818,100.81334,13.2967373419214,2.14033939597654
"84","2017","M1","8",2,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward",1,"2017.8.2",16.00633,26.3957,1.64908,0.03515,0.635325669,23.53224,-26.76793,13.4751175640295,-50.30017,13.0518131218956,2.12315886407065
"85","2017","M1","8",3,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward",1,"2017.8.3",16.01662,24.44879,1.52646,0.03451,0.642025551,5.32557,117.22381,13.6590777031556,122.54938,13.0511550625626,2.10900995812193
"86","2017","M2","35",1,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward",1,"2017.35.1",16.00533,24.85408,1.55286,0.04088,0.562182979,17.33294,119.59736,13.1664496085506,136.9303,12.9110697283473,2.12687870741661
"87","2017","M2","35",2,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward",1,"2017.35.2",16.00509,27.13813,1.69559,0.0523,0.591057973,17.12185,244.27292,13.3319633267924,261.39478,13.2274575545172,2.14727409538667
"88","2017","M2","35",3,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward",1,"2017.35.3",16.00465,30.07905,1.87939,0.05905,0.711966347,24.17648,39.08425,13.376857668248,63.26074,13.2447932111522,2.19303882845698
"89","2017","M3","34",1,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward",1,"2017.34.1",16.0096,25.03343,1.56365,0.04137,0.57468637,-12.64641,112.1564,12.977921430733,99.51,12.864088396787,2.14224308246516
"90","2017","M3","34",2,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward",1,"2017.34.2",16.00545,25.48372,1.59219,0.04954,0.561435135,16.52561,102.89498,13.1172739482029,119.42059,12.685722036047,2.15932018314916
"91","2017","M3","34",3,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward",1,"2017.34.3",16.00554,23.90772,1.49372,0.0407,0.595123896,10.57697,106.05317,13.3696894112928,116.63014,13.0132813970119,2.13066796392749
"92","2017","VL1","15",1,"Very Low",0,0,"Windward","Windward",1,"2017.15.1",15.97992,33.45057,2.09329,0.06262,0.814488109,19.88904,139.57547,13.6122200693165,159.46451,13.3694391059878,2.21560979522559
"93","2017","VL1","15",2,"Very Low",0,0,"Windward","Windward",1,"2017.15.2",16.00776,33.78148,2.11032,0.06277,0.7985345,-9.03247,109.241,13.8445430082118,100.20853,13.7286473859554,2.21650745481653
"94","2017","VL1","15",3,"Very Low",0,0,"Windward","Windward",1,"2017.15.3",16.00493,40.29302,2.51754,0.08272,0.847449068,5.47032,-34.42839,13.7015848545894,-28.95806,13.4802814110268,2.30019500072426
"95","2017","VL3","19",1,"Very Low",0,0,"Windward","Windward",1,"2017.19.1",16.00482,29.14894,1.82126,0.05562,0.769008398,-3.07101,20.52698,13.2255721674401,17.45597,12.9289113183144,2.20620461172386
"96","2017","VL3","19",2,"Very Low",0,0,"Windward","Windward",1,"2017.19.2",16.00368,32.29352,2.01788,0.08233,0.786955415,2.94116,44.81083,13.463236274187,47.75199,13.3306891862135,2.23311046527995
"97","2017","VL3","19",3,"Very Low",0,0,"Windward","Windward",1,"2017.19.3",16.00214,31.3072,1.95644,0.07606,0.789212918,-8.95963,134.53407,13.7952870277769,125.57444,13.6292981039978,2.21376026924538
"98","2017","VL3","5",1,"Very Low",0,0,"Leeward","South Shore",1,"2017.5.1",16.0064,30.73891,1.92041,0.04279,0.724276638,-10.00335,99.75357,13.4134452110631,89.75023,12.9392043702867,2.17756882017996
"99","2017","VL3","5",2,"Very Low",0,0,"Leeward","South Shore",1,"2017.5.2",16.02332,26.72448,1.66785,0.04741,0.747653301,-10.70502,2.74082,13.5041381986192,-7.96421,13.4474747155752,2.16117802128783
"100","2017","VL3","5",3,"Very Low",0,0,"Leeward","South Shore",1,"2017.5.3",16.01441,27.25503,1.70191,0.04922,0.649055688,8.38089,63.00224,13.4354163233024,71.38313,13.2765811443526,2.13999410639378
"101","2017","VL4","37",1,"Very Low",0,0,"Leeward","South Shore",1,"2017.37.1",16.00379,25.91964,1.61959,0.042,0.702591458,-26.02746,207.29625,13.7307863022087,181.26879,13.3754578386195,2.12156893509652
"102","2017","VL4","37",2,"Very Low",0,0,"Leeward","South Shore",1,"2017.37.2",16.00322,25.43161,1.58916,0.0402,0.732900151,7.07201,182.91322,13.3268427313283,189.98523,13.3807933744736,2.1495337181033
"103","2017","VL4","37",3,"Very Low",0,0,"Leeward","South Shore",1,"2017.37.3",16.00576,30.46148,1.90316,0.04898,0.75314334,-0.67385,157.82688,14.0361051133469,157.15303,14.0692967414399,2.13277628626746
"104","2019","VH1","27",1,"Very High",7276,85.2994724485445,"Leeward","Leeward",1,"2019.27.1",15.99823,25.04808,1.56568,0.0559,0.630180104,7.37452,221.80973,13.1699027001692,229.18425,12.6032459716323,2.1673297584314
"105","2019","VH1","27",2,"Very High",7276,85.2994724485445,"Leeward","Leeward",1,"2019.27.2",16.00581,25.09437,1.56783,0.04897,0.785572108,21.52295,244.96518,13.1700129807148,266.48813,13.3708649783931,2.15727548579268
"106","2019","VH1","27",3,"Very High",7276,85.2994724485445,"Leeward","Leeward",1,"2019.27.3",16.00729,21.46642,1.34104,0.03956,0.616792959,-0.88431,383.45155,12.6506302534444,382.56725,12.3440638972445,2.1250946206115
"107","2019","VH2","32",1,"Very High",4860.7457,69.7190483297069,"Leeward","Leeward",1,"2019.32.1",16.01162,30.36501,1.89644,0.06962,0.722958132,12.31658,6.96363,13.5621687187311,19.28021,13.1970677944637,2.21701397965494
"108","2019","VH2","32",2,"Very High",4860.7457,69.7190483297069,"Leeward","Leeward",1,"2019.32.2",16.01488,25.40271,1.58619,0.0572,0.705684,14.1018,350.78267,12.993084323672,364.88447,13.091971500024,2.1615039816768
"109","2019","VH2","32",3,"Very High",4860.7457,69.7190483297069,"Leeward","Leeward",1,"2019.32.3",16.00661,25.73142,1.60755,0.05389,0.776802841,8.0252,164.82042,13.3017028881487,172.84561,13.2401129403227,2.15407805771393
"110","2019","VH3","30",1,"Very High",5085.68478,71.3139872675761,"Leeward","Leeward",1,"2019.30.1",16.00415,28.58532,1.78612,0.04828,0.766896039,20.5435,361.38339,13.7147331004773,381.92689,13.722919861441,2.17175162883883
"111","2019","VH3","30",2,"Very High",5085.68478,71.3139872675761,"Leeward","Leeward",1,"2019.30.2",15.99712,26.53789,1.65892,0.0628,0.753118544,2.89791,450.93306,13.3692235042421,453.83096,13.3870039673836,2.17514510030212
"112","2019","VH3","30",3,"Very High",5085.68478,71.3139872675761,"Leeward","Leeward",1,"2019.30.3",16.01165,29.73723,1.85722,0.07077,0.81116904,-5.53521,256.98639,13.5334725278976,251.45118,13.5790283235131,2.18640549643473
"113","2019","M1","8",1,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward",1,"2019.8.1",16.01205,27.35463,1.70838,0.05554,0.76327767,25.39155,132.95338,13.1101894817262,158.34493,13.7474985446715,2.16821952775349
"114","2019","M1","8",2,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward",1,"2019.8.2",15.9991,26.53835,1.65874,0.07157,0.7345836,39.30504,-70.47534,13.4592723043767,-31.1703,13.1985540120387,2.15577711716008
"115","2019","M1","8",3,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward",1,"2019.8.3",16.01658,25.93679,1.61937,0.04052,0.683446541,0.02482,155.04336,13.2407461776993,155.06818,12.774658395371,2.14867767469643
"116","2019","M2","35",1,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward",1,"2019.35.1",16.00657,26.60769,1.6623,0.05431,0.763024863,1.60496,136.47952,14.1177410834612,138.08448,13.8882596597503,2.15843506904913
"117","2019","M2","35",2,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward",1,"2019.35.2",16.00755,30.49906,1.90529,0.06807,0.828074954,10.09763,231.47278,13.6004328277812,241.57041,13.7187923811472,2.18574488314799
