KI Date,Site,Observer,Transect,Species Code,Species,Size (cm),Number,"Sexual Phase (TP, IP, juv)",Time,Depth (m),Slope,Note,,KI Date,Site,Observer,Transect,Species Code,Species,Size (cm),Number,"Sexual Phase (TP, IP, juv)",Time,Depth,Slope,Note,,,
02_08_2019,8,SC,1,,Plectroglyphidodon dickii,4,4,,1034,9.8,2,,,20_07_2013,8,SC,1,,Paracirrhites arcatus,6,1,,1330,30,1,,,,Cephalopholis argus
02_08_2019,8,SC,1,,Stegastes aureus,7,7,,1034,9.8,2,,,20_07_2013,8,SC,1,,Paracirrhites hemistictus,20,1,,1330,30,1,,,,Cephalopholis miniata
02_08_2019,8,SC,1,,Coris centralis,10,4,,1034,9.8,2,,,20_07_2013,8,SC,1,,Cirripectes stigmaticus,6,2,,1330,30,1,,,,Elagatis bipinnulata
02_08_2019,8,SC,1,,Halichoeres ornatissimus,6,3,,1034,9.8,2,,,20_07_2013,8,SC,1,,Chaetodon lunula,15,1,,1330,30,1,,,,Epinephelus macrospilos
02_08_2019,8,SC,1,,Halichoeres ornatissimus,2,2,,1034,9.8,2,,,20_07_2013,8,SC,1,,Chromis margaritifer,2,4,,1330,30,1,,,,Epinephelus polyphekadion
02_08_2019,8,SC,1,,Macropharyngodon meleagris,4,1,,1034,9.8,2,,,20_07_2013,8,SC,1,,Chromis margaritifer,3,43,,1330,30,1,,,,Epinephelus tauvina
02_08_2019,8,SC,1,,Pseudocheilinus hexataenia,3,1,,1034,9.8,2,,,20_07_2013,8,SC,1,,Chromis vanderbilti,3,206,,1330,30,1,,,,Euthynnus affinis
02_08_2019,8,SC,1,,Thalassoma amblycephalum,3,40,,1034,9.8,2,,,20_07_2013,8,SC,1,,Chromis vanderbilti,2,46,,1330,30,1,,,,Fistularia commersonii
02_08_2019,8,SC,1,,Thalassoma amblycephalum,5,13,,1034,9.8,2,,,20_07_2013,8,SC,1,,Plectroglyphidodon dickii,4,3,,1330,30,1,,,,Gymnothorax javanicus
02_08_2019,8,SC,1,,Thalassoma quinquevittatum,12,1,,1034,9.8,2,,,20_07_2013,8,SC,1,,Plectroglyphidodon dickii,2,1,,1330,30,1,,,,Gymnosarda unicolor
02_08_2019,8,SC,1,,Chlorurus sordidus,20,2,IP,1034,9.8,2,,,20_07_2013,8,SC,1,,Plectroglyphidodon johnstonianus,5,1,,1330,30,1,,,,Lethrinus obsoletus
02_08_2019,8,SC,1,,Scarus frenatus,30,1,IP,1034,9.8,2,,,20_07_2013,8,SC,1,,Stegastes aureus,6,1,,1330,30,1,,,,Lethrinus olivaceus
02_08_2019,8,SC,1,,Acanthurus nigricans,20,2,,1034,9.8,2,,,20_07_2013,8,SC,1,,Gomphosus varius,7,2,,1330,30,1,,,,Lethrinus xanthochilus
02_08_2019,8,SC,1,,Acanthurus nigricans,16,1,,1034,9.8,2,,,20_07_2013,8,SC,1,,Gomphosus varius,3,1,,1330,30,1,,,,Lutjanus bohar
02_08_2019,8,SC,1,,Acanthurus nigricauda,28,2,,1034,9.8,2,,,20_07_2013,8,SC,1,,Gomphosus varius,5,2,,1330,30,1,,,,Lutjanus monostigma
02_08_2019,8,SC,1,,Ctenochaetus marginatus,12,4,,1034,9.8,2,,,20_07_2013,8,SC,1,,Halichoeres hortulanus,20,1,,1330,30,1,,,,Scomberoides lysan
02_08_2019,8,SC,1,,Ctenochaetus striatus,20,2,,1034,9.8,2,,,20_07_2013,8,SC,1,,Halichoeres hortulanus,22,1,,1330,30,1,,,,Sphyraena barracuda
02_08_2019,8,SC,1,,Parupeneus multifasciatus,13,2,,1034,9.8,2,,,20_07_2013,8,SC,1,,Labroides rubrolabiatus,5,2,,1330,30,1,,,,Sphyraena qenie
02_08_2019,8,SC,1,,Fistularia commersonii,50,1,,1034,9.8,2,,,20_07_2013,8,SC,1,,Pseudocheilinus hexataenia,3,1,,1330,30,1,,,,Thunnus albacares
02_08_2019,8,SC,2,,Cephalopholis urodeta,12,8,,1049,12.3,2,,,20_07_2013,8,SC,1,,Thalassoma amblycephalum,5,11,,1330,30,1,,,,Triaenodon obesus
02_08_2019,8,SC,2,,Cephalopholis urodeta,15,3,,1049,12.3,2,,,20_07_2013,8,SC,1,,Thalassoma amblycephalum,9,2,,1330,30,1,,,,Variola louti
02_08_2019,8,SC,2,,Epinephelus fasciatus,22,2,,1049,12.3,2,,,20_07_2013,8,SC,1,,Thalassoma quinquevittatum,9,1,,1330,30,1,,,,Aetobatos narinari
02_08_2019,8,SC,2,,Epinephelus fasciatus,15,1,,1049,12.3,2,,,20_07_2013,8,SC,1,,Thalassoma quinquevittatum,6,1,,1330,30,1,,,,Anampses caeruleopunctatus
02_08_2019,8,SC,2,,Pseudanthias bartlettorum,3,10,,1049,12.3,2,,,20_07_2013,8,SC,1,,Chlorurus sordidus,30,1,TP,1330,30,1,,,,Anampses melanurus
02_08_2019,8,SC,2,,Pseudanthias dispar,5,4,,1049,12.3,2,,,20_07_2013,8,SC,1,,Scarus frenatus,35,1,IP,1330,30,1,,,,Anampses meleagris
02_08_2019,8,SC,2,,Pseudanthias dispar,3,60,,1049,12.3,2,,,20_07_2013,8,SC,1,,Acanthurus nigricans,12,1,,1330,30,1,,,,Anampses twistii
02_08_2019,8,SC,2,,Pseudanthias olivaceus,5,10,,1049,12.3,2,,,20_07_2013,8,SC,1,,Ctenochaetus marginatus,20,1,,1330,30,1,,,,Apogon kallopterus
02_08_2019,8,SC,2,,Chromis margaritifer,2,13,,1049,12.3,2,,,20_07_2013,8,SC,1,,Melichthys niger,22,2,,1330,30,1,,,,Arothron hispidus
02_08_2019,8,SC,2,,Chromis margaritifer,4,30,,1049,12.3,2,,,20_07_2013,8,SC,1,,Parupeneus insularis,20,1,,1330,30,1,,,,Arothron meleagris
02_08_2019,8,SC,2,,Chromis margaritifer,3,20,,1049,12.3,2,,,,,,,,,,,,,,,,,,Arothron stellatus
02_08_2019,8,SC,2,,Pomacentrus coelestis,3,3,,1049,12.3,2,,,,,,,,,,,,,,,,,,Balistapus undulatus
02_08_2019,8,SC,2,,Cheilinus trilobatus,30,1,,1049,12.3,2,,,,,,,,,,,,,,,,,,Balistoides viridescens
02_08_2019,8,SC,2,,Coris centralis,8,2,,1049,12.3,2,,,,,,,,,,,,,,,,,,Bodianus axillaris
02_08_2019,8,SC,2,,Labroides dimidiatus,2,1,,1049,12.3,2,,,,,,,,,,,,,,,,,,Bodianus bilunulatus
02_08_2019,8,SC,2,,Pseudocheilinus hexataenia,5,1,,1049,12.3,2,,,,,,,,,,,,,,,,,,Bodianus loxozonus
02_08_2019,8,SC,2,,Pseudocheilinus hexataenia,3,2,,1049,12.3,2,,,,,,,,,,,,,,,,,,Bolbometopon muricatum
02_08_2019,8,SC,2,,Thalassoma amblycephalum,4,10,,1049,12.3,2,,,,,,,,,,,,,,,,,,Bodianus prognathus
02_08_2019,8,SC,2,,Thalassoma quinquevittatum,9,1,,1049,12.3,2,,,,,,,,,,,,,,,,,,Canthigaster amboinensis
02_08_2019,8,SC,2,,Scarus rubroviolaceus,18,1,IP,1049,12.3,2,,,,,,,,,,,,,,,,,,Canthigaster janthinoptera
02_08_2019,8,SC,2,,Acanthurus nigricans,20,4,,1049,12.3,2,,,,,,,,,,,,,,,,,,Caracanthus maculatus
02_08_2019,8,SC,2,,Acanthurus nigricauda,28,4,,1049,12.3,2,,,,,,,,,,,,,,,,,,Canthigaster solandri
02_08_2019,8,SC,2,,Sufflamen chrysopterum,22,2,,1049,12.3,2,,,,,,,,,,,,,,,,,,Chaetodon auriga
02_08_2019,8,SC,2,,Parupeneus insularis,30,1,,1049,12.3,2,,,,,,,,,,,,,,,,,,Chaetodon bennetti
02_08_2019,8,SC,2,,Parupeneus multifasciatus,16,1,,1049,12.3,2,,,,,,,,,,,,,,,,,,Cheilinus chlorourus
02_08_2019,8,SC,3,,Cephalopholis urodeta,20,1,,1100,12.9,2,,,,,,,,,,,,,,,,,,Chaetodon citrinellus
02_08_2019,8,SC,3,,Cephalopholis urodeta,10,3,,1100,12.9,2,,,,,,,,,,,,,,,,,,Chaetodon ephippium
02_08_2019,8,SC,3,,Cephalopholis urodeta,15,4,,1100,12.9,2,,,,,,,,,,,,,,,,,,Cheilinus fasciatus
02_08_2019,8,SC,3,,Cephalopholis urodeta,12,2,,1100,12.9,2,,,,,,,,,,,,,,,,,,Chaetodon lineolatus
02_08_2019,8,SC,3,,Epinephelus fasciatus,25,1,,1100,12.9,2,,,,,,,,,,,,,,,,,,Chaetodon lunula
02_08_2019,8,SC,3,,Pseudanthias dispar,3,30,,1100,12.9,2,,,,,,,,,,,,,,,,,,Chaetodon lunulatus
02_08_2019,8,SC,3,,Cirrhitichthys oxycephalus,2,1,,1100,12.9,2,,,,,,,,,,,,,,,,,,Chaetodon meyeri
02_08_2019,8,SC,3,,Cirrhitichthys oxycephalus,4,2,,1100,12.9,2,,,,,,,,,,,,,,,,,,Chaetodon ornatissimus
02_08_2019,8,SC,3,,Aphareus furca,30,1,,1100,12.9,2,,,,,,,,,,,,,,,,,,Cheilinus oxycephalus
02_08_2019,8,SC,3,,Valenciennea strigata,3,5,,1100,12.9,2,,,,,,,,,,,,,,,,,,Chaetodon pelewensis
02_08_2019,8,SC,3,,Centropyge flavissima,5,3,,1100,12.9,2,,,,,,,,,,,,,,,,,,Chaetodon quadrimaculatus
02_08_2019,8,SC,3,,Chromis margaritifer,4,13,,1100,12.9,2,,,,,,,,,,,,,,,,,,Chaetodon reticulatus 
02_08_2019,8,SC,3,,Chromis margaritifer,3,22,,1100,12.9,2,,,,,,,,,,,,,,,,,,Chaetodon trifascialis
02_08_2019,8,SC,3,,Chromis margaritifer,2,35,,1100,12.9,2,,,,,,,,,,,,,,,,,,Cheilinus trilobatus
02_08_2019,8,SC,3,,Plectroglyphidodon dickii,4,1,,1100,12.9,2,,,,,,,,,,,,,,,,,,
02_08_2019,8,SC,3,,Pomacentrus coelestis,3,6,,1100,12.9,2,,,,,,,,,,,,,,,,,,Chaetodon ulietensis
02_08_2019,8,SC,3,,Stegastes aureus,7,10,,1100,12.9,2,,,,,,,,,,,,,,,,,,Cheilinus undulatus
02_08_2019,8,SC,3,,Coris gaimard,28,1,TP,1100,12.9,2,,,,,,,,,,,,,,,,,,Chaetodon unimaculatus
02_08_2019,8,SC,3,,Labroides dimidiatus,10,1,,1100,12.9,2,,,,,,,,,,,,,,,,,,Chaetodon vaigiensis
02_08_2019,8,SC,3,,Labroides dimidiatus,9,1,,1100,12.9,2,,,,,,,,,,,,,,,,,,Chaetodon vagabundus
02_08_2019,8,SC,3,,Labroides rubrolabiatus,6,1,,1100,12.9,2,,,,,,,,,,,,,,,,,,Cirrhitops hubbardi
02_08_2019,8,SC,3,,Oxycheilinus unifasciatus,25,1,,1100,12.9,2,,,,,,,,,,,,,,,,,,Cirrhitichthys oxycephalus
02_08_2019,8,SC,3,,Oxycheilinus unifasciatus,13,1,,1100,12.9,2,,,,,,,,,,,,,,,,,,Coris aygula
02_08_2019,8,SC,3,,Pseudocheilinus hexataenia,5,1,,1100,12.9,2,,,,,,,,,,,,,,,,,,Coris centralis
02_08_2019,8,SC,3,,Pseudocheilinus octotaenia,7,1,,1100,12.9,2,,,,,,,,,,,,,,,,,,Coris gaimard
02_08_2019,8,SC,3,,Thalassoma amblycephalum,2,40,,1100,12.9,2,,,,,,,,,,,,,,,,,,Diplogrammus goramensis
02_08_2019,8,SC,3,,Chlorurus sordidus,30,2,IP,1100,12.9,2,,,,,,,,,,,,,,,,,,Diodon hystrix
02_08_2019,8,SC,3,,Hipposcarus longiceps,40,1,TP,1100,12.9,2,,,,,,,,,,,,,,,,,,Echidna nebulosus
02_08_2019,8,SC,3,,Acanthurus nigricauda,25,4,,1100,12.9,2,,,,,,,,,,,,,,,,,,Echidna unicolor
02_08_2019,8,SC,3,,Ctenochaetus marginatus,22,1,,1100,12.9,2,,,,,,,,,,,,,,,,,,Enchelychore pardalis
02_08_2019,8,SC,3,,Ctenochaetus marginatus,12,1,,1100,12.9,2,,,,,,,,,,,,,,,,,,Epibulus insidiator
02_08_2019,8,SC,3,,Balistapus undulatus,8,1,,1100,12.9,2,,,,,,,,,,,,,,,,,,Eviota albolineata
02_08_2019,8,SC,3,,Parupeneus barberinus,28,1,,1100,12.9,2,,,,,,,,,,,,,,,,,,Eviota sp
03_08_2019,6,SC,1,,Cephalopholis urodeta,20,1,,1255,10.1,2,,,,,,,,,,,,,,,,,,Forcipiger flavissimus
03_08_2019,6,SC,1,,Cephalopholis urodeta,15,1,,1255,10.1,2,,,,,,,,,,,,,,,,,,Forcipiger longirostris
03_08_2019,6,SC,1,,Pseudanthias bartlettorum,4,20,,1255,10.1,2,,,,,,,,,,,,,,,,,,Gnathodentex aureolineatus
03_08_2019,6,SC,1,,Pseudanthias olivaceus,5,40,,1255,10.1,2,,,,,,,,,,,,,,,,,,Gnathanodon speciosus
03_08_2019,6,SC,1,,Aphareus furca,24,1,,1255,10.1,2,,,,,,,,,,,,,,,,,,Gnatholepis sp
03_08_2019,6,SC,1,,Centropyge loricula,5,2,,1255,10.1,2,,,,,,,,,,,,,,,,,,Gomphosus varius
03_08_2019,6,SC,1,,Centropyge flavissima,5,1,,1255,10.1,2,,,,,,,,,,,,,,,,,,gobiid sp
03_08_2019,6,SC,1,,Chromis margaritifer,2,10,,1255,10.1,2,,,,,,,,,,,,,,,,,,Halichoeres hortulanus
03_08_2019,6,SC,1,,Chromis margaritifer,3,28,,1255,10.1,2,,,,,,,,,,,,,,,,,,Halichoeres melasmapomus
03_08_2019,6,SC,1,,Chromis margaritifer,4,35,,1255,10.1,2,,,,,,,,,,,,,,,,,,Halichoeres marginatus
03_08_2019,6,SC,1,,Chromis vanderbilti,2,3,,1255,10.1,2,,,,,,,,,,,,,,,,,,Halichoeres margaritaceus
03_08_2019,6,SC,1,,Chromis vanderbilti,3,10,,1255,10.1,2,,,,,,,,,,,,,,,,,,Halichoeres pallidus
03_08_2019,6,SC,1,,Stegastes aureus,7,2,,1255,10.1,2,,,,,,,,,,,,,,,,,,Halichoeres ornatissimus
03_08_2019,6,SC,1,,Gomphosus varius,4,1,,1255,10.1,2,,,,,,,,,,,,,,,,,,Halichoeres trimaculatus
03_08_2019,6,SC,1,,Gomphosus varius,7,1,,1255,10.1,2,,,,,,,,,,,,,,,,,,Heniochus chrysostomus
03_08_2019,6,SC,1,,Halichoeres ornatissimus,9,1,,1255,10.1,2,,,,,,,,,,,,,,,,,,Hemigymnus fasciatus
03_08_2019,6,SC,1,,Labroides bicolor,9,1,,1255,10.1,2,,,,,,,,,,,,,,,,,,Hologymnosus annulatus
03_08_2019,6,SC,1,,Labroides dimidiatus,2,1,,1255,10.1,2,,,,,,,,,,,,,,,,,,Hologymnosus doliatus
03_08_2019,6,SC,1,,Labroides dimidiatus,6,1,,1255,10.1,2,,,,,,,,,,,,,,,,,,Labroides bicolor
03_08_2019,6,SC,1,,Labroides dimidiatus,10,1,,1255,10.1,2,,,,,,,,,,,,,,,,,,Labroides dimidiatus
03_08_2019,6,SC,1,,Thalassoma amblycephalum,3,23,,1255,10.1,2,,,,,,,,,,,,,,,,,,Labroides pectoralis
03_08_2019,6,SC,1,,Calotomus carolinus,22,1,IP,1255,10.1,2,,,,,,,,,,,,,,,,,,Labroides rubrolabiatus
03_08_2019,6,SC,1,,Chlorurus sordidus,22,1,IP,1255,10.1,2,,,,,,,,,,,,,,,,,,Labrichthys unilineatus
03_08_2019,6,SC,1,,Scarus frenatus,24,1,IP,1255,10.1,2,,,,,,,,,,,,,,,,,,Malacanthus latovittatus
03_08_2019,6,SC,1,,Acanthurus nigricans,13,4,,1255,10.1,2,,,,,,,,,,,,,,,,,,Macropharyngodon meleagris
03_08_2019,6,SC,1,,Acanthurus nigricans,20,9,,1255,10.1,2,,,,,,,,,,,,,,,,,,Melichthys vidua
03_08_2019,6,SC,1,,Ctenochaetus striatus,20,6,,1255,10.1,2,,,,,,,,,,,,,,,,,,Monotaxis grandoculis
03_08_2019,6,SC,1,,Ctenochaetus striatus,12,7,,1255,10.1,2,,,,,,,,,,,,,,,,,,Mulloidichthys flavolineatus
03_08_2019,6,SC,1,,Canthigaster solandri,6,2,,1255,10.1,2,,,,,,,,,,,,,,,,,,Mulloidichthys mimicus
03_08_2019,6,SC,2,,Sargocentron caudimaculatum,20,2,,1310,10.9,2,,,,,,,,,,,,,,,,,,Mulloidichthys vanicolensis
03_08_2019,6,SC,2,,Cephalopholis urodeta,13,1,,1310,10.9,2,,,,,,,,,,,,,,,,,,Neoniphon opercularis
03_08_2019,6,SC,2,,Pseudanthias dispar,5,1,,1310,10.9,2,,,,,,,,,,,,,,,,,,Neoniphon sammara
03_08_2019,6,SC,2,,Pseudanthias olivaceus,3,10,,1310,10.9,2,,,,,,,,,,,,,,,,,,Novaculichthys taeniourus
03_08_2019,6,SC,2,,Paracirrhites forsteri,13,1,,1310,10.9,2,,,,,,,,,,,,,,,,,,Paracirrhites arcatus
03_08_2019,6,SC,2,,Paracirrhites hemistictus,25,1,,1310,10.9,2,,,,,,,,,,,,,,,,,,Parupeneus barberinus
03_08_2019,6,SC,2,,Lutjanus fulvus,22,1,,1310,10.9,2,,,,,,,,,,,,,,,,,,Parupeneus cyclostomus
03_08_2019,6,SC,2,,Forcipiger longirostris,14,1,,1310,10.9,2,,,,,,,,,,,,,,,,,,Parupeneus insularis
03_08_2019,6,SC,2,,Chromis margaritifer,2,24,,1310,10.9,2,,,,,,,,,,,,,,,,,,Parapercis lata
03_08_2019,6,SC,2,,Chromis margaritifer,4,20,,1310,10.9,2,,,,,,,,,,,,,,,,,,Parapercis millepunctata
03_08_2019,6,SC,2,,Chromis margaritifer,3,20,,1310,10.9,2,,,,,,,,,,,,,,,,,,Parupeneus multifasciatus
03_08_2019,6,SC,2,,Chromis acares,3,2,,1310,10.9,2,,,,,,,,,,,,,,,,,,Parupeneus pleurostigma
03_08_2019,6,SC,2,,Plectroglyphidodon dickii,3,3,,1310,10.9,2,,,,,,,,,,,,,,,,,,Paracirrhites xanthus
03_08_2019,6,SC,2,,Stegastes aureus,7,4,,1310,10.9,2,,,,,,,,,,,,,,,,,,Parupeneus sp
03_08_2019,6,SC,2,,Cheilinus trilobatus,25,1,TP,1310,10.9,2,,,,,,,,,,,,,,,,,,Plectroglyphidodon imparipennis
03_08_2019,6,SC,2,,Gomphosus varius,10,2,,1310,10.9,2,,,,,,,,,,,,,,,,,,Plectroglyphidodon johnstonianus
03_08_2019,6,SC,2,,Gomphosus varius,6,1,,1310,10.9,2,,,,,,,,,,,,,,,,,,Pomacanthus imperator
03_08_2019,6,SC,2,,Halichoeres hortulanus,8,1,IP,1310,10.9,2,,,,,,,,,,,,,,,,,,Pseudobalistes flavimarginatus
03_08_2019,6,SC,2,,Halichoeres hortulanus,6,1,IP,1310,10.9,2,,,,,,,,,,,,,,,,,,Pseudocheilinus hexataenia
03_08_2019,6,SC,2,,Halichoeres hortulanus,2,1,juv,1310,10.9,2,,,,,,,,,,,,,,,,,,Pseudodax moluccanus
03_08_2019,6,SC,2,,Halichoeres ornatissimus,5,4,,1310,10.9,2,,,,,,,,,,,,,,,,,,Pseudocheilinus octotaenia
03_08_2019,6,SC,2,,Labroides dimidiatus,7,3,,1310,10.9,2,,,,,,,,,,,,,,,,,,Pseudocheilinus sp
03_08_2019,6,SC,2,,Labroides dimidiatus,4,1,,1310,10.9,2,,,,,,,,,,,,,,,,,,Rhinecanthus rectangulus
03_08_2019,6,SC,2,,Labroides rubrolabiatus,7,1,,1310,10.9,2,,,,,,,,,,,,,,,,,,Rhinecanthus aculeatus
03_08_2019,6,SC,2,,Pseudocheilinus hexataenia,3,1,,1310,10.9,2,,,,,,,,,,,,,,,,,,Sargocentron caudimaculatum
03_08_2019,6,SC,2,,Pseudocheilinus octotaenia,10,1,,1310,10.9,2,,,,,,,,,,,,,,,,,,Sargocentron diadema
03_08_2019,6,SC,2,,Thalassoma amblycephalum,3,20,,1310,10.9,2,,,,,,,,,,,,,,,,,,Sargocentron ittodai
03_08_2019,6,SC,2,,Chlorurus sordidus,32,1,TP,1310,10.9,2,,,,,,,,,,,,,,,,,,Sargocentron tiere
03_08_2019,6,SC,2,,Chlorurus sordidus,20,2,IP,1310,10.9,2,,,,,,,,,,,,,,,,,,Sebastapistes coniorta
03_08_2019,6,SC,2,,Chlorurus sordidus,22,3,IP,1310,10.9,2,,,,,,,,,,,,,,,,,,Sebastapistes cyanostigma
03_08_2019,6,SC,2,,Scarus globiceps,28,1,TP,1310,10.9,2,,,,,,,,,,,,,,,,,,Sebastipes sp.
03_08_2019,6,SC,2,,Acanthurus nigricans,20,1,,1310,10.9,2,,,,,,,,,,,,,,,,,,Stethojulis bandanensis
03_08_2019,6,SC,2,,Acanthurus nigricans,14,6,,1310,10.9,2,,,,,,,,,,,,,,,,,,Sufflamen bursa
03_08_2019,6,SC,2,,Acanthurus nigricauda,25,1,,1310,10.9,2,,,,,,,,,,,,,,,,,,Sufflamen chrysopterum
03_08_2019,6,SC,2,,Ctenochaetus marginatus,13,2,,1310,10.9,2,,,,,,,,,,,,,,,,,,Sufflamen fraenatum
03_08_2019,6,SC,2,,Ctenochaetus striatus,20,3,,1310,10.9,2,,,,,,,,,,,,,,,,,,Synchiropus moyeri
03_08_2019,6,SC,3,,Sargocentron caudimaculatum,16,2,,1327,11.1,2,,,,,,,,,,,,,,,,,,Synchiropus ocellatus
03_08_2019,6,SC,3,,Cephalopholis urodeta,12,1,,1327,11.1,2,,,,,,,,,,,,,,,,,,Thalassoma lunare
03_08_2019,6,SC,3,,Pseudanthias bartlettorum,5,60,,1327,11.1,2,,,,,,,,,,,,,,,,,,Thalassoma lutescens
03_08_2019,6,SC,3,,Centropyge loricula,5,2,,1327,11.1,2,,,,,,,,,,,,,,,,,,Thalassoma purpureum
03_08_2019,6,SC,3,,Centropyge flavissima,6,1,,1327,11.1,2,,,,,,,,,,,,,,,,,,Thalassoma quinquevittatum
03_08_2019,6,SC,3,,Chromis margaritifer,4,36,,1327,11.1,2,,,,,,,,,,,,,,,,,,Thalassoma trilobatum
03_08_2019,6,SC,3,,Chromis margaritifer,3,23,,1327,11.1,2,,,,,,,,,,,,,,,,,,Thalassoma sp
03_08_2019,6,SC,3,,Chromis margaritifer,2,20,,1327,11.1,2,,,,,,,,,,,,,,,,,,Valenciennea helsdingenii
03_08_2019,6,SC,3,,Chromis vanderbilti,4,3,,1327,11.1,2,,,,,,,,,,,,,,,,,,Valenciennea strigata
03_08_2019,6,SC,3,,Stegastes aureus,7,5,,1327,11.1,2,,,,,,,,,,,,,,,,,,Zanclus cornutus
03_08_2019,6,SC,3,,Chromis acares,3,18,,1327,11.1,2,,,,,,,,,,,,,,,,,,Nebrius ferrugineus
03_08_2019,6,SC,3,,Cheilinus trilobatus,25,1,TP,1327,11.1,2,,,,,,,,,,,,,,,,,,Pogonoperca punctata
03_08_2019,6,SC,3,,Gomphosus varius,2,1,,1327,11.1,2,,,,,,,,,,,,,,,,,,Sargocentron spiniferum
03_08_2019,6,SC,3,,Gomphosus varius,4,1,,1327,11.1,2,,,,,,,,,,,,,,,,,,Acanthurus blochii
03_08_2019,6,SC,3,,Halichoeres hortulanus,3,1,juv,1327,11.1,2,,,,,,,,,,,,,,,,,,Acanthurus dussumieri
03_08_2019,6,SC,3,,Halichoeres ornatissimus,4,1,,1327,11.1,2,,,,,,,,,,,,,,,,,,Acanthurus olivaceus
03_08_2019,6,SC,3,,Labroides dimidiatus,3,1,,1327,11.1,2,,,,,,,,,,,,,,,,,,Acanthurus xanthopterus
03_08_2019,6,SC,3,,Pseudocheilinus hexataenia,4,1,,1327,11.1,2,,,,,,,,,,,,,,,,,,Coryphopterus neophytus
03_08_2019,6,SC,3,,Pseudocheilinus hexataenia,5,1,,1327,11.1,2,,,,,,,,,,,,,,,,,,Ctenochaetus binotatus
03_08_2019,6,SC,3,,Pseudocheilinus octotaenia,6,2,,1327,11.1,2,,,,,,,,,,,,,,,,,,Ctenochaetus cyanocheilus
03_08_2019,6,SC,3,,Pseudocheilinus octotaenia,4,1,,1327,11.1,2,,,,,,,,,,,,,,,,,,Ctenochaetus flavicauda
03_08_2019,6,SC,3,,Thalassoma amblycephalum,3,20,,1327,11.1,2,,,,,,,,,,,,,,,,,,Ctenochaetus hawaiiensis
03_08_2019,6,SC,3,,Thalassoma amblycephalum,4,10,,1327,11.1,2,,,,,,,,,,,,,,,,,,Ctenochaetus marginatus
03_08_2019,6,SC,3,,Thalassoma amblycephalum,2,10,,1327,11.1,2,,,,,,,,,,,,,,,,,,Ctenochaetus striatus
03_08_2019,6,SC,3,,Thalassoma lutescens,20,1,IP,1327,11.1,2,,,,,,,,,,,,,,,,,,Acanthurus leucochilus
03_08_2019,6,SC,3,,Calotomus carolinus,24,2,IP,1327,11.1,2,,,,,,,,,,,,,,,,,,Acanthurus achilles
03_08_2019,6,SC,3,,Chlorurus sordidus,30,1,TP,1327,11.1,2,,,,,,,,,,,,,,,,,,Acanthurus achilles x nigricans
03_08_2019,6,SC,3,,Chlorurus sordidus,24,1,IP,1327,11.1,2,,,,,,,,,,,,,,,,,,Acanthurus guttatus
03_08_2019,6,SC,3,,Chlorurus sordidus,20,4,IP,1327,11.1,2,,,,,,,,,,,,,,,,,,Acanthurus lineatus
03_08_2019,6,SC,3,,Scarus globiceps,25,1,TP,1327,11.1,2,,,,,,,,,,,,,,,,,,Acanthurus nigrofuscus
03_08_2019,6,SC,3,,Acanthurus nigricans,20,2,,1327,11.1,2,,,,,,,,,,,,,,,,,,Acanthurus nigroris
